Country,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Windspeed,Wind Speed
ro,trifesti,47.45,27.516666999999998,50,61,0,,3.36
ru,kargapolye,55.864167,64.216944,23.5,86,20,,7.76
br,guacui,-20.766667,-41.683333000000005,70.03,99,92,,2.95
ph,sinacaban,8.2864,123.8399,79.03,93,44,,0.94
ro,ramna,45.438333,21.688333,55.4,66,0,,3.36
uz,pop,40.873611100000005,71.10888890000001,41,65,80,,4.7
cl,castro,-42.463611,-73.80833299999999,49.02,93,92,,1.72
ph,matala,13.8287,121.1549,80.2,89,36,,5.53
in,ahmadpur,23.833333,87.7,67.06,81,0,,2.17
af,kuhestan,34.653889,61.197778,40.06,75,0,,5.75
mx,tepecoacuilco,18.3,-99.483333,77,61,75,,6.93
ru,kostomuksha,64.686485,30.815064000000003,40.38,95,88,,8.1
ru,yandyki,45.769133000000004,47.125766,46.9,100,32,,3.62
us,picayune,30.525277799999998,-89.67944440000001,75.79,83,1,,4.7
ru,yevsino,54.4136,83.322,39.84,56,88,,14.25
ir,javanrud,34.8067,46.4913,52.08,68,8,,3.62
ph,banalo,13.6464,121.1817,80.2,89,36,,5.53
ch,risch,46.409984,7.338869,45.73,76,0,,2.24
ph,san vicente,13.8203,122.22200000000001,80.38,95,8,,4.63
mk,meseista,41.2386111,20.7766667,40.15,87,0,,1.61
in,nandyal,15.483332999999998,78.483333,67.74,94,20,,2.51
gr,ayios vasilios,37.8,22.8,48.88,88,36,,3.06
ro,olari,46.383333,21.55,56.21,71,80,,2.24
us,el paso,31.758611100000003,-106.4863889,53.15,76,90,,4.7
br,gameleira,-8.583333,-35.4,71.65,90,100,,4.63
in,peravurani,10.3,79.18333299999999,73.59,100,80,,6.87
uz,gagarin,40.661944399999996,68.17222220000001,37.14,86,0,,2.28
ru,karachev,53.122918000000006,34.985167,43.03,79,0,,3.18
ro,sangeru,45.133333,26.35,55.4,93,75,,2.24
br,aracaju,-10.916667,-37.066666999999995,78.8,74,40,,13.87
in,sultanpur,29.75,78.116667,54.87,84,0,,2.73
gh,tafo,6.7333333,-1.6166667,73.9,91,12,,5.53
mx,teotitlan,18.131944,-97.076667,59.91,95,88,,2.06
us,fort madison,40.6297222,-91.315,54.34,58,1,,3.36
ph,tangnan,9.6125,123.783056,84.2,74,20,,4.7
us,avocado heights,34.03611110000001,-117.99027779999999,84.11,17,5,,8.05
ba,turbe,44.2436111,17.5713889,46.14,96,48,,1.83
hn,nueva armenia,15.816666699999999,-86.5,82.4,83,75,,1.39
ru,solotcha,54.789701,39.833362,47.22,88,24,,9.22
cn,suicheng,33.896298,117.933066,50.41,72,0,,11.68
br,lajeado,-29.45,-51.966667,67.96,99,88,,2.84
rs,sid,45.128333000000005,19.226389,53.6,76,0,,4.7
fr,tourlaville,49.638284999999996,-1.566392,55.4,87,90,,11.41
no,amot,59.583332999999996,8.0,25.75,86,12,,2.17
es,alboraya,39.5,-0.35,60.8,100,75,,6.93
ro,arieseni,46.483333,22.766667,48.16,89,68,,2.51
ph,wawa,14.3019,121.4595,86,66,20,,8.55
ro,trifesti,46.916667,26.816667,49.15,81,0,,3.36
de,leinfelden-echterdingen,48.7,9.15,51.8,87,0,,4.7
cl,illapel,-31.630833000000003,-71.165278,53.29,83,0,,3.06
it,grottammare,42.983333,13.866667000000001,57.2,100,8,,4.7
ro,visani,45.15,27.283333000000002,56.26,89,32,,3.74
ee,haljala,59.4336111,26.261388899999996,45.87,87,0,,8.77
ru,kuba-taba,43.776111,43.442778000000004,47.23,93,75,,13.42
jp,higashiyamato,35.762978000000004,139.445755,61.9,72,90,,6.93
ph,payao,10.1785,122.9236,74.26,100,48,,2.39
gr,istiaia,38.9558333,23.152777800000003,55.4,87,0,,4.7
it,forlimpopoli,44.194167,12.141111,56.26,93,8,,3.36
br,carmo do rio claro,-20.966667,-46.116667,71.16,89,24,,2.62
hu,sirok,47.933333000000005,20.2,49.38,86,88,,2.17
fr,cavaillon,43.836033,5.0404919999999995,59.02,93,0,,2.24
cz,sezimovo usti,49.377523,14.702867999999999,44.52,84,0,,5.97
pf,atuona,-9.8,-139.0333333,80.56,99,0,,17.83
in,dhamnod,22.216667,75.466667,73.4,56,0,,4.7
et,bako,5.783333,36.566666999999995,60.49,96,36,,1.61
ph,uyong,16.050017,120.12073600000001,79.48,100,20,,6.98
ca,canora,51.633333,-102.43333299999999,60.8,36,1,,8.05
in,kushalgarh,23.166667,74.45,69.27,78,0,,2.62
cz,cernilov,50.263472,15.914826999999999,45.43,93,0,,2.95
gb,bexhill,50.85,0.483333,47.07,87,0,,8.05
bs,clarence town,23.1,-74.9833333,82.68,99,76,,20.62
fr,stiring-wendel,49.2,6.933333,49.39,81,0,,13.87
us,ottawa,41.345555600000004,-88.8425,50,54,1,,8.05
